RA,Fase,Turma,Nome,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO_PEDE,ANO_NASC,DATA_NASC_BR,IDADE,Pedra,Nome Anonimizado,Data de Nasc,IPP,Mat,Por,Ing,Fase Ideal,Defasagem,Destaque IPV.1,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,ENGAJAMENTO_ACADEMICO,SUPORTE_PSICO,SCORE_GERAL,EVOLUCAO_IDA,EVOLUCAO_IEG,RISCO
RA-53,Fase 6,6A,,,18,Masculino,2022,Concluiu o 3º EM,7.600633333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,9.1,5.63,,7.7,,,,,,7.5875,5.0,,,,,,2023,2005,13/04/2005,18,Ametista,Aluno-53,4/13/2005,7.5,7.3,6.5,9.2,Fase 8 (Universitários),-2.0,,,,,,,70.07,6.5649999999999995,7.825999999999999,0.7000000000000002,2.0999999999999996,0
RA-43,Fase 6,6A,,,17,Feminino,2019,Pública,6.4622,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,6.7,5.63,,5.0,,,,,,7.5875,5.0,,,,,,2023,2006,27/06/2006,17,Ágata,Aluno-43,6/27/2006,7.5,4.0,5.0,6.0,Fase 7 (3° EM),-1.0,,,,,,,33.5,6.5649999999999995,6.546000000000001,0.7000000000000002,0.20000000000000018,0
RA-55,Fase 6,6A,,,1900-01-17 00:00:00,Feminino,2017,Pública,6.898033333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,8.1,3.14,,7.1,,,,,,7.545,5.0,,,,,,2023,2006,10/07/2006,17,Ágata,Aluno-55,2006-07-10 00:00:00,7.5,8.7,6.5,6.0,Fase 7 (3° EM),-1.0,,,,,,,57.51,5.32,6.748,-0.40000000000000036,0.5,0
RA-44,Fase 6,6A,,,1900-01-18 00:00:00,Feminino,2021,Pública,6.258333333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.5,5.01,,6.9,,,,,,7.17,5.0,,,,,,2023,2005,09/11/2005,18,Ágata,Aluno-44,2005-11-09 00:00:00,7.5,7.3,5.8,7.5,Fase 8 (Universitários),-2.0,,,,,,,58.650000000000006,6.255,5.582,3.9000000000000004,2.5999999999999996,0
RA-1215,Fase 6,6A,,,16,Feminino,2023,Pública,6.339466667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,5.6,5.0,,4.1,,,,,,7.1725,10.0,,,,,,2023,2007,13/06/2007,16,Ágata,Aluno-1215,6/13/2007,7.5,5.0,2.7,4.7,Fase 6 (2° EM),0.0,,,,,,,22.959999999999997,6.25,5.859999999999999,0.0,0.0,0
RA-45,Fase 6,6A,,,1900-01-16 00:00:00,Feminino,2019,Privada - Programa de Apadrinhamento,8.303591667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.6,6.26,,7.9,,,,,,8.1725,10.0,,,,,,2023,2007,04/04/2007,16,Topázio,Aluno-45,2007-04-04 00:00:00,8.28125,7.8,6.3,9.7,Fase 6 (2° EM),0.0,,,,,,,75.84,7.270625,7.82825,1.1000000000000005,0.6999999999999993,0
RA-56,Fase 6,6A,,,16,Feminino,2019,Privada - Programa de Apadrinhamento,8.284333333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.5,5.0,,7.8,,,,,,7.8,10.0,,,,,,2023,2007,16/05/2007,16,Topázio,Aluno-56,5/16/2007,8.125,7.8,5.5,10.0,Fase 6 (2° EM),0.0,,,,,,,74.1,6.5625,8.004999999999999,0.7999999999999998,-0.5,0
RA-57,Fase 6,6A,,,1900-01-17 00:00:00,Masculino,2017,Privada - Programa de Apadrinhamento,6.450875,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.0,5.63,,7.2,,,,,,7.755,5.0,,,,,,2023,2006,07/09/2006,17,Ágata,Aluno-57,2006-09-07 00:00:00,7.96875,7.8,6.8,7.0,Fase 7 (3° EM),-1.0,,,,,,,57.6,6.7993749999999995,5.7597499999999995,-1.2000000000000002,-0.09999999999999964,0
RA-58,Fase 6,6A,,,1900-01-16 00:00:00,Masculino,2017,Privada - Programa de Apadrinhamento,7.70625,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,9.7,6.26,,8.1,,,,,,8.3825,10.0,,,,,,2023,2007,05/03/2007,16,Ametista,Aluno-58,2007-03-05 00:00:00,8.4375,7.8,6.5,10.0,Fase 6 (2° EM),0.0,,,,,,,78.57,7.34875,6.499499999999999,0.8999999999999995,0.5,0
RA-59,Fase 6,6A,,,1900-01-18 00:00:00,Masculino,2022,Privada - Programa de Apadrinhamento,7.692291667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.6,5.63,,7.2,,,,,,8.4225,5.0,,,,,,2023,2005,10/11/2005,18,Ametista,Aluno-59,2005-11-10 00:00:00,8.28125,7.7,6.8,7.2,Fase 8 (Universitários),-2.0,,,,,,,69.12,6.9556249999999995,7.64225,0.0,0.29999999999999893,0
RA-1216,Fase 6,6A,,,19,Feminino,2023,Concluiu o 3º EM,7.7105,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.0,5.63,,7.9,,,,,,7.795,5.0,,,,,,2023,2004,15/03/2004,19,Ametista,Aluno-1216,3/15/2004,7.5,8.7,5.3,9.7,Fase 8 (Universitários),-2.0,,,,,,,71.10000000000001,6.5649999999999995,7.926,0.0,0.0,0
RA-78,Fase 6,6A,,,1900-01-18 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,6.434625,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.7,6.26,,6.7,,,,,,8.0025,5.0,,,,,,2023,2005,09/03/2005,18,Ágata,Aluno-78,2005-03-09 00:00:00,8.28125,8.5,4.8,6.8,Fase 8 (Universitários),-2.0,,,,,,,51.59,7.270625,5.78825,-0.5,1.1000000000000005,0
RA-79,Fase 6,6A,,,1900-01-17 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,6.635883333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,5.8,6.2,5.0,,7.6,,,,,,7.59,5.0,,,,,,2023,2006,10/08/2006,17,Ágata,Aluno-79,2006-08-10 00:00:00,7.8125,6.0,7.7,9.0,Fase 7 (3° EM),-1.0,,,,,,,47.12,6.40625,6.4825,-1.3000000000000007,-0.09999999999999964,0
RA-61,Fase 6,6A,,,16,Masculino,2021,Pública,7.382108333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,7.0,6.26,,6.2,,,,,,7.4625,10.0,,,,,,2023,2007,20/03/2007,16,Ametista,Aluno-61,3/20/2007,7.96875,6.7,4.3,7.5,Fase 6 (2° EM),0.0,,,,,,,43.4,7.114375,7.14575,0.40000000000000036,-0.40000000000000036,0
RA-63,Fase 6,6A,,,1900-01-17 00:00:00,Masculino,2018,Pública,8.0641,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,9.0,6.89,,8.7,,,,,,8.9675,5.0,,,,,,2023,2006,10/07/2006,17,Topázio,Aluno-63,2006-07-10 00:00:00,8.75,9.3,7.3,9.5,Fase 7 (3° EM),-1.0,,,,,,,78.3,7.82,8.008,0.0,-0.09999999999999964,0
RA-64,Fase 6,6A,,,1900-01-17 00:00:00,Feminino,2019,Privada - Programa de Apadrinhamento,7.452541667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.2,6.89,,6.7,,,,,,7.9625,5.0,,,,,,2023,2006,07/06/2006,17,Ametista,Aluno-64,2006-06-07 00:00:00,7.34375,7.0,6.0,7.2,Fase 7 (3° EM),-1.0,,,,,,,61.63999999999999,7.116875,7.52675,-0.7999999999999998,1.0999999999999996,0
RA-48,Fase 6,6A,,,16,Feminino,2017,Privada - Programa de Apadrinhamento,7.797058333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,8.4,6.26,,7.7,,,,,,7.6275,10.0,,,,,,2023,2007,21/05/2007,16,Ametista,Aluno-48,5/21/2007,7.65625,8.3,5.7,9.0,Fase 6 (2° EM),0.0,,,,,,,64.68,6.958125,7.34325,-0.39999999999999947,0.0,0
RA-109,Fase 6,6A,,,1900-01-17 00:00:00,Masculino,2021,Privada - Programa de Apadrinhamento,8.3184,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.9,7.52,,8.3,,,,,,8.59,5.0,,,,,,2023,2006,10/07/2006,17,Topázio,Aluno-109,2006-07-10 00:00:00,8.75,7.0,8.2,9.7,Fase 7 (3° EM),-1.0,,,,,,,82.17000000000002,8.135,8.554,-0.09999999999999964,-0.09999999999999964,0
RA-80,Fase 6,6L,,,1900-01-17 00:00:00,Feminino,2017,Privada - Programa de Apadrinhamento,7.252275,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,8.4,6.89,,6.3,,,,,,7.465,5.0,,,,,,2023,2006,07/05/2006,17,Ametista,Aluno-80,2006-05-07 00:00:00,7.96875,8.2,5.7,5.0,Fase 7 (3° EM),-1.0,,,,,,,52.92,7.429375,7.57175,-0.7999999999999998,0.09999999999999964,0
RA-91,Fase 6,6L,,,1900-01-17 00:00:00,Feminino,2016,Privada - Programa de Apadrinhamento,7.42395,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,10.0,7.4,6.89,,7.4,,,,,,7.4675,5.0,,,,,,2023,2006,10/10/2006,17,Ametista,Aluno-91,2006-10-10 00:00:00,7.8125,9.5,5.0,7.7,Fase 7 (3° EM),-1.0,,,,,,,54.760000000000005,7.35125,7.900499999999999,0.8000000000000007,1.7000000000000002,0
RA-1217,Fase 6,6L,,,17,Feminino,2023,Pública,6.064625,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.9,5.63,,5.9,,,,,,7.38,5.0,,,,,,2023,2006,31/03/2006,17,Ágata,Aluno-1217,3/31/2006,7.65625,7.0,4.0,6.7,Fase 7 (3° EM),-1.0,,,,,,,46.61000000000001,6.6431249999999995,5.41725,0.0,0.0,0
RA-92,Fase 6,6L,,,1900-01-17 00:00:00,Feminino,2016,Privada - Programa de Apadrinhamento,7.375916667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.4,5.63,,6.7,,,,,,7.045,5.0,,,,,,2023,2006,09/12/2006,17,Ametista,Aluno-92,2006-12-09 00:00:00,7.1875,8.7,4.8,6.7,Fase 7 (3° EM),-1.0,,,,,,,62.980000000000004,6.4087499999999995,7.7035,-0.7000000000000002,2.3000000000000007,0
RA-96,Fase 6,6L,,,17,Masculino,2021,Privada - Programa de Apadrinhamento,7.610791667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,8.9,7.52,,6.4,,,,,,7.84,5.0,,,,,,2023,2006,21/01/2006,17,Ametista,Aluno-96,1/21/2006,7.65625,6.8,4.8,7.7,Fase 7 (3° EM),-1.0,,,,,,,56.96000000000001,7.588125,8.01525,-0.2999999999999998,1.1000000000000005,0
RA-1218,Fase 6,6L,,,17,Masculino,2023,Pública,6.8265,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.2,5.0,,5.3,,,,,,7.1325,5.0,,,,,,2023,2006,20/06/2006,17,Ágata,Aluno-1218,6/20/2006,7.5,6.7,3.5,5.7,Fase 7 (3° EM),-1.0,,,,,,,48.76,6.25,6.9,0.0,0.0,0
RA-1219,Fase 6,6L,,,1900-01-16 00:00:00,Feminino,2023,Pública,7.215141667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,6.5,5.63,,6.3,,,,,,7.38,10.0,,,,,,2023,2007,02/03/2007,16,Ametista,Aluno-1219,2007-03-02 00:00:00,7.34375,7.2,5.5,6.3,Fase 6 (2° EM),0.0,,,,,,,40.949999999999996,6.4868749999999995,6.914750000000001,0.0,0.0,0
RA-1220,Fase 6,6L,,,17,Feminino,2023,Pública,6.46725,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,9.0,5.0,,6.8,,,,,,7.63,5.0,,,,,,2023,2005,16/12/2005,17,Ágata,Aluno-1220,12/16/2005,7.8125,8.8,5.3,6.3,Fase 7 (3° EM),-1.0,,,,,,,61.199999999999996,6.40625,5.7225,0.0,0.0,0
RA-84,Fase 6,6L,,,1900-01-18 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,6.034416667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.8,2.52,,6.0,,,,,,7.6725,5.0,,,,,,2023,2005,10/11/2005,18,Ágata,Aluno-84,2005-11-10 00:00:00,7.8125,6.8,5.8,5.5,Fase 8 (Universitários),-2.0,,,,,,,52.800000000000004,5.16625,5.0265,0.20000000000000018,0.0,0
RA-99,Fase 6,6L,,,17,Masculino,2019,Pública,6.68045,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,8.3,5.63,,4.5,,,,,,7.4225,5.0,,,,,,2023,2006,21/04/2006,17,Ágata,Aluno-99,4/21/2006,7.8125,4.7,4.0,4.8,Fase 7 (3° EM),-1.0,,,,,,,37.35,6.7212499999999995,6.8285,-0.5,2.000000000000001,0
RA-87,Fase 6,6L,,,16,Masculino,2021,Privada - Programa de Apadrinhamento,8.6625,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,10.0,5.63,,9.3,,,,,,8.385,10.0,,,,,,2023,2007,26/09/2007,16,Topázio,Aluno-87,9/26/2007,8.125,9.5,8.7,9.7,Fase 6 (2° EM),0.0,,,,,,,93.0,6.8774999999999995,8.111,0.5,0.40000000000000036,0
RA-89,Fase 6,6L,,,17,Masculino,2021,Pública,6.700775,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,8.1,5.0,,5.1,,,,,,7.465,5.0,,,,,,2023,2006,22/06/2006,17,Ágata,Aluno-89,6/22/2006,7.34375,6.3,2.3,6.7,Fase 7 (3° EM),-1.0,,,,,,,41.309999999999995,6.171875,6.76875,-0.8000000000000007,0.2999999999999998,0
RA-1221,Fase 7,7A,,,22,Feminino,2023,Concluiu o 3º EM,8.027466667,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,9.1,6.26,,8.7,,,,,,8.09,5.0,,,,,,2023,2001,15/10/2001,22,Topázio,Aluno-1221,10/15/2001,8.0,8.2,8.0,10.0,Fase 8 (Universitários),-1.0,,,,,,,79.16999999999999,7.13,8.251999999999999,0.0,0.0,0
RA-27,Fase 7,7A,,,1900-01-17 00:00:00,Masculino,2016,Privada - Programa de Apadrinhamento,7.921266667,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,7.7,6.89,,6.9,,,,,,8.8825,10.0,,,,,,2023,2006,05/01/2006,17,Ametista,Aluno-27,2006-01-05 00:00:00,8.625,7.0,5.8,8.0,Fase 7 (3° EM),0.0,,,,,,,53.13,7.7575,7.3629999999999995,-1.0999999999999996,0.10000000000000053,0
RA-1222,Fase 7,7A,,,1900-01-19 00:00:00,Feminino,2023,Nenhuma das opções acima,7.026466667,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,10.0,5.63,,6.8,,,,,,6.005,5.0,,,,,,2023,2003,11/12/2003,19,Ametista,Aluno-1222,2003-12-11 00:00:00,6.875,5.0,6.5,9.0,Fase 8 (Universitários),-1.0,,,,,,,68.0,6.2524999999999995,7.281000000000001,0.0,0.0,0
RA-32,Fase 7,7A,,,1900-01-17 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,6.716666667,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.2,3.77,,7.9,,,,,,6.8775,10.0,,,,,,2023,2006,01/04/2006,17,Ágata,Aluno-32,2006-04-01 00:00:00,7.375,9.0,5.8,9.0,Fase 7 (3° EM),0.0,,,,,,,64.78,5.5725,5.449,1.8000000000000007,2.999999999999999,0
RA-19,Fase 7,7A,,,19,Feminino,2022,Nenhuma das opções acima,7.710866667,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,9.4,5.63,,7.8,,,,,,8.1725,5.0,,,,,,2023,2003,22/11/2003,19,Ametista,Aluno-19,11/22/2003,7.75,7.7,7.0,8.8,Fase 8 (Universitários),-1.0,,,,,,,73.32000000000001,6.6899999999999995,7.696000000000001,-0.20000000000000018,-0.09999999999999964,0
RA-62,Fase 7,7A,,,17,Feminino,2022,Pública,7.610333333,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,9.8,6.89,,7.5,,,,,,8.215,10.0,,,,,,2023,2005,31/12/2005,17,Ametista,Aluno-62,12/31/2005,8.25,9.3,6.8,6.3,Fase 7 (3° EM),0.0,,,,,,,73.5,7.57,6.4879999999999995,-1.8000000000000007,0.40000000000000036,0
RA-1223,Fase 7,7A,,,1900-01-17 00:00:00,Masculino,2023,Pública,8.187766667,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.3,5.0,,9.0,,,,,,7.2925,10.0,,,,,,2023,2006,01/11/2006,17,Topázio,Aluno-1223,2006-11-01 00:00:00,6.875,9.5,8.3,9.3,Fase 7 (3° EM),0.0,,,,,,,83.7,5.9375,7.795,0.0,0.0,0
RA-38,Fase 7,7A,,,17,Feminino,2017,Privada - Programa de Apadrinhamento,8.835333333,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.7,7.52,,7.7,,,,,,8.8825,10.0,,,,,,2023,2005,23/12/2005,17,Topázio,Aluno-38,12/23/2005,8.75,8.2,8.8,6.0,Fase 7 (3° EM),0.0,,,,,,,74.69,8.135,8.654,-0.8999999999999995,0.7999999999999989,0
RA-1224,Fase 7,7A,,,1900-01-20 00:00:00,Masculino,2023,Concluiu o 3º EM,7.5524,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.4,5.0,,8.0,,,,,,7.6325,5.0,,,,,,2023,2003,09/01/2003,20,Ametista,Aluno-1224,2003-01-09 00:00:00,7.125,8.2,6.3,9.5,Fase 8 (Universitários),-1.0,,,,,,,75.2,6.0625,7.565,0.0,0.0,0
RA-39,Fase 7,7A,,,17,Feminino,2017,Privada - Programa de Apadrinhamento,8.710333333,,,,4.0,Avaliador-32,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.1,7.52,,7.8,,,,,,8.7575,10.0,,,,,,2023,2006,19/01/2006,17,Topázio,Aluno-39,1/19/2006,8.75,8.3,7.8,7.2,Fase 7 (3° EM),0.0,,,,,,,70.97999999999999,8.135,8.553999999999998,0.8999999999999995,4.3,0
RA-1225,Fase 7,7E,,,18,Feminino,2023,Concluiu o 3º EM,,,,,,,,,,,,,,7.5,,2.52,,,,,,,,,5.0,,,,,,2023,2005,29/01/2005,18,,Aluno-1225,1/29/2005,,,,,Fase 8 (Universitários),-1.0,,,,,,,,,,0.0,0.0,0
RA-76,Fase 7,7E,,,15,Feminino,2017,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,10.0,,2.52,,,,,,,,,10.0,,,,,,2023,2007,31/12/2007,15,,Aluno-76,12/31/2007,,,,,Fase 5 (1° EM),2.0,,,,,,,,,,0.0,0.0,0
RA-26,Fase 7,7E,,,1900-01-18 00:00:00,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,0.0,,7.52,,,,,,,,,5.0,,,,,,2023,2005,10/11/2005,18,,Aluno-26,2005-11-10 00:00:00,,,,,Fase 8 (Universitários),-1.0,,,,,,,,,,0.0,0.0,0
RA-1226,Fase 7,7E,,,1900-01-16 00:00:00,Feminino,2023,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,9.2,,7.52,,,,,,,,,10.0,,,,,,2023,2007,03/09/2007,16,,Aluno-1226,2007-09-03 00:00:00,,,,,Fase 6 (2° EM),1.0,,,,,,,,,,0.0,0.0,0
RA-93,Fase 7,7E,,,16,Feminino,2016,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,7.9,,3.14,,,,,,,,,10.0,,,,,,2023,2007,13/08/2007,16,,Aluno-93,8/13/2007,,,,,Fase 6 (2° EM),1.0,,,,,,,,,,0.0,0.0,0
RA-119,Fase 7,7E,,,15,Feminino,2016,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,6.7,,2.52,,,,,,,,,10.0,,,,,,2023,2008,19/06/2008,15,,Aluno-119,6/19/2008,,,,,Fase 5 (1° EM),2.0,,,,,,,,,,0.0,0.0,0
RA-1227,Fase 7,7E,,,16,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,9.2,,2.52,,,,,,,,,10.0,,,,,,2023,2006,15/11/2006,16,,Aluno-1227,11/15/2006,,,,,Fase 6 (2° EM),1.0,,,,,,,,,,0.0,0.0,0
RA-1228,Fase 7,7E,,,17,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,7.5,,2.52,,,,,,,,,10.0,,,,,,2023,2006,26/05/2006,17,,Aluno-1228,5/26/2006,,,,,Fase 7 (3° EM),0.0,,,,,,,,,,0.0,0.0,0
RA-1229,Fase 7,7E,,,1900-01-16 00:00:00,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,8.3,,7.52,,,,,,,,,10.0,,,,,,2023,2006,12/07/2006,16,,Aluno-1229,2006-07-12 00:00:00,,,,,Fase 6 (2° EM),1.0,,,,,,,,,,0.0,0.0,0
RA-98,Fase 7,7E,,,15,Feminino,2017,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,7.9,,2.52,,,,,,,,,10.0,,,,,,2023,2007,13/11/2007,15,,Aluno-98,11/13/2007,,,,,Fase 5 (1° EM),2.0,,,,,,,,,,0.0,0.0,0
RA-172,Fase 7,7E,,,15,Feminino,2018,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,0.0,,3.77,,,,,,,,,10.0,,,,,,2023,2008,20/01/2008,15,,Aluno-172,1/20/2008,,,,,Fase 5 (1° EM),2.0,,,,,,,,,,0.0,0.0,0
RA-86,Fase 7,7E,,,1900-01-17 00:00:00,Masculino,2016,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,8.3,,6.89,,,,,,,,,10.0,,,,,,2023,2006,10/04/2006,17,,Aluno-86,2006-04-10 00:00:00,,,,,Fase 7 (3° EM),0.0,,,,,,,,,,0.0,0.0,0
RA-1230,Fase 7,7E,,,16,Feminino,2021,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,0.0,,2.52,,,,,,,,,10.0,,,,,,2023,2007,27/02/2007,16,,Aluno-1230,2/27/2007,,,,,Fase 6 (2° EM),1.0,,,,,,,,,,0.0,0.0,0
RA-1231,Fase 8,8A,,,22,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2001,26/09/2001,22,,Aluno-1231,9/26/2001,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1232,Fase 8,8A,,,21,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2002,18/04/2002,21,,Aluno-1232,4/18/2002,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1233,Fase 8,8A,,,22,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2001,30/07/2001,22,,Aluno-1233,7/30/2001,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1234,Fase 8,8A,,,1900-01-20 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2002,12/03/2002,20,,Aluno-1234,2002-03-12 00:00:00,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1235,Fase 8,8A,,,21,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2002,25/06/2002,21,,Aluno-1235,6/25/2002,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1236,Fase 8,8A,,,21,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2002,16/01/2002,21,,Aluno-1236,1/16/2002,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1237,Fase 8,8A,,,1900-01-21 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2002,02/03/2002,21,,Aluno-1237,2002-03-02 00:00:00,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1238,Fase 8,8A,,,21,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2002,27/05/2002,21,,Aluno-1238,5/27/2002,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1239,Fase 8,8B,,,1900-01-20 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2003,05/05/2003,20,,Aluno-1239,2003-05-05 00:00:00,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1240,Fase 8,8B,,,20,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2003,28/03/2003,20,,Aluno-1240,3/28/2003,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1241,Fase 8,8B,,,1900-01-20 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2003,05/12/2003,20,,Aluno-1241,2003-12-05 00:00:00,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
RA-1242,Fase 8,8B,,,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2023,2003,17/12/2003,19,,Aluno-1242,12/17/2003,,,,,Fase 8 (Universitários),0.0,,,,,,,,,,0.0,0.0,0
